"filename", "language", "JavaScript", "Properties", "JSON", "Markdown", "XML", "JavaScript JSX", "HTML", "CSS", "JSON with Comments", "comment", "blank", "total"
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\open-link.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\pattern-check.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\remove-extra-spaces.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\remove-from-localstorage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\seconds-to-minute-string.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\select-checked-rows.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\set-to-localstorage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 8
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\toggle-action-menu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\trimmed-date.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\trimmed-filename.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\two-digits.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\update-localstorage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\associate\upload-file-message.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\auto-complete\AutoCompleteSelect.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 6, 36
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\button\button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\button\button1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\button\button2.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\confirmation-box\confirmation-box.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\checkBoxdataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 372, 0, 0, 0, 1, 28, 401
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\collapsable-datatable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 163, 0, 0, 0, 12, 12, 187
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\dataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 318, 0, 0, 0, 5, 28, 351
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\dataTableProps.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 5, 14
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\first-cell.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\singleTableCell.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 9, 88
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\table-action-cell.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 267
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\table-clickable-cell.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dataTable\table-status-cell.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 4, 68
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\date-picker\date-picker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 3, 37
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\dialog\alert-dialog.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 6, 55
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\fab-icon\fab-icon-model.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\fab-icon\fab-icon.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 20
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\index.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 58
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\input-field\input-field-prop.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\input-field\input-field.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\interactive-list\interactive-list.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\issue-remedy\issue-remedy.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 0, 2, 9, 63
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\card-layout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\container.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\content-wrapper.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\detail-section.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\input-card.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 8, 66
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\overlay-layout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 14, 3, 33
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\page-layout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 2, 21
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\layout\section-search-card.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 14
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\list-table\list-table.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 6, 64
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\loader\circularIndeterminate.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\models\confirmation-model.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 4, 35
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\models\form-dialog.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 5, 2, 43
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\models\fullscreen-model.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 0, 27, 7, 91
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\models\info-moel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\models\submit-modal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 2, 41
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\page-headings\page-heading1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 1, 10
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\response-message\response-message.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\search\search-app-bar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 11, 120
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\skeltons\circel-skelton\circel-skelton1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\skeltons\rectangular-skelton\rectangular-skelton1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 7
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\skeltons\rectangular-skelton\rectangular-skelton2.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\skeltons\text-skelton\text-skelton1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 7
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\skeltons\widget-card-skelton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 4, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\small-list-table\small-list-table.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 121, 0, 0, 0, 3, 24, 148
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\shared\utils\tooltip\dark-tooltip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 2, 18
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\actions\actionTypes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\index.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 34
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\reducers\loading-context-provider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 56, 0, 0, 0, 1, 5, 62
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\reducers\reducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 22
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\action-route-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\api-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\common-hook-function-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\dropdown-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\function-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\login-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\logout-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\popup-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\set-table-rows-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\store\slices\side-menu-items-slice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 4, 22
"d:\Dibyojit\elogix_projects\veridata\general_setupImp\pfc_ui\src\user-config.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 27
"Total", "-", 1139, 1, 31937, 38, 37, 13698, 160, 1053, 8, 1906, 1397, 51374
